split,condition,file,scenario_seed,U,K,C,Cclu,Dcol,sensing_radius_m,cluster_populations,initial_budgets,workload_multiplier,energy_multiplier,slot_duration_s
robustness,deadline_4,data/robustness/deadline_4/scenario_020.npz,124020,3,50,64,4,4,15.0,13;13;12;12,175.0;125.0;150.0,1.0,1.0,1.0
robustness,deadline_4,data/robustness/deadline_4/scenario_021.npz,124021,3,50,64,4,4,15.0,13;13;12;12,125.0;175.0;150.0,1.0,1.0,1.0
robustness,deadline_4,data/robustness/deadline_4/scenario_022.npz,124022,3,50,64,4,4,15.0,13;13;12;12,150.0;125.0;175.0,1.0,1.0,1.0
robustness,deadline_4,data/robustness/deadline_4/scenario_023.npz,124023,3,50,64,4,4,15.0,13;13;12;12,125.0;150.0;175.0,1.0,1.0,1.0
robustness,deadline_4,data/robustness/deadline_4/scenario_024.npz,124024,3,50,64,4,4,15.0,13;13;12;12,125.0;150.0;175.0,1.0,1.0,1.0
robustness,deadline_4,data/robustness/deadline_4/scenario_025.npz,124025,3,50,64,4,4,15.0,13;13;12;12,150.0;125.0;175.0,1.0,1.0,1.0
robustness,deadline_4,data/robustness/deadline_4/scenario_026.npz,124026,3,50,64,4,4,15.0,13;13;12;12,150.0;125.0;175.0,1.0,1.0,1.0
robustness,deadline_4,data/robustness/deadline_4/scenario_027.npz,124027,3,50,64,4,4,15.0,13;13;12;12,150.0;125.0;175.0,1.0,1.0,1.0
robustness,deadline_4,data/robustness/deadline_4/scenario_028.npz,124028,3,50,64,4,4,15.0,13;13;12;12,125.0;150.0;175.0,1.0,1.0,1.0
robustness,deadline_4,data/robustness/deadline_4/scenario_029.npz,124029,3,50,64,4,4,15.0,13;13;12;12,175.0;125.0;150.0,1.0,1.0,1.0
robustness,deadline_4,data/robustness/deadline_4/scenario_030.npz,124030,3,50,64,4,4,15.0,13;13;12;12,125.0;175.0;150.0,1.0,1.0,1.0
robustness,deadline_4,data/robustness/deadline_4/scenario_031.npz,124031,3,50,64,4,4,15.0,13;13;12;12,175.0;150.0;125.0,1.0,1.0,1.0
robustness,deadline_4,data/robustness/deadline_4/scenario_032.npz,124032,3,50,64,4,4,15.0,13;13;12;12,150.0;125.0;175.0,1.0,1.0,1.0
robustness,deadline_4,data/robustness/deadline_4/scenario_033.npz,124033,3,50,64,4,4,15.0,13;13;12;12,150.0;175.0;125.0,1.0,1.0,1.0
robustness,deadline_4,data/robustness/deadline_4/scenario_034.npz,124034,3,50,64,4,4,15.0,13;13;12;12,150.0;175.0;125.0,1.0,1.0,1.0
robustness,deadline_4,data/robustness/deadline_4/scenario_035.npz,124035,3,50,64,4,4,15.0,13;13;12;12,125.0;175.0;150.0,1.0,1.0,1.0
robustness,deadline_4,data/robustness/deadline_4/scenario_036.npz,124036,3,50,64,4,4,15.0,13;13;12;12,125.0;150.0;175.0,1.0,1.0,1.0
robustness,deadline_4,data/robustness/deadline_4/scenario_037.npz,124037,3,50,64,4,4,15.0,13;13;12;12,175.0;125.0;150.0,1.0,1.0,1.0
robustness,deadline_4,data/robustness/deadline_4/scenario_038.npz,124038,3,50,64,4,4,15.0,13;13;12;12,150.0;175.0;125.0,1.0,1.0,1.0
robustness,deadline_4,data/robustness/deadline_4/scenario_039.npz,124039,3,50,64,4,4,15.0,13;13;12;12,150.0;175.0;125.0,1.0,1.0,1.0
robustness,deadline_12,data/robustness/deadline_12/scenario_000.npz,124000,3,50,64,4,12,15.0,13;13;12;12,125.0;150.0;175.0,1.0,1.0,1.0
robustness,deadline_12,data/robustness/deadline_12/scenario_001.npz,124001,3,50,64,4,12,15.0,13;13;12;12,175.0;125.0;150.0,1.0,1.0,1.0
robustness,deadline_12,data/robustness/deadline_12/scenario_002.npz,124002,3,50,64,4,12,15.0,13;13;12;12,150.0;125.0;175.0,1.0,1.0,1.0
robustness,deadline_12,data/robustness/deadline_12/scenario_003.npz,124003,3,50,64,4,12,15.0,13;13;12;12,125.0;150.0;175.0,1.0,1.0,1.0
robustness,deadline_12,data/robustness/deadline_12/scenario_004.npz,124004,3,50,64,4,12,15.0,13;13;12;12,175.0;150.0;125.0,1.0,1.0,1.0
robustness,deadline_12,data/robustness/deadline_12/scenario_005.npz,124005,3,50,64,4,12,15.0,13;13;12;12,150.0;175.0;125.0,1.0,1.0,1.0
robustness,deadline_12,data/robustness/deadline_12/scenario_006.npz,124006,3,50,64,4,12,15.0,13;13;12;12,175.0;150.0;125.0,1.0,1.0,1.0
robustness,deadline_12,data/robustness/deadline_12/scenario_007.npz,124007,3,50,64,4,12,15.0,13;13;12;12,125.0;175.0;150.0,1.0,1.0,1.0
robustness,deadline_12,data/robustness/deadline_12/scenario_008.npz,124008,3,50,64,4,12,15.0,13;13;12;12,175.0;150.0;125.0,1.0,1.0,1.0
robustness,deadline_12,data/robustness/deadline_12/scenario_009.npz,124009,3,50,64,4,12,15.0,13;13;12;12,125.0;175.0;150.0,1.0,1.0,1.0
robustness,deadline_12,data/robustness/deadline_12/scenario_010.npz,124010,3,50,64,4,12,15.0,13;13;12;12,125.0;175.0;150.0,1.0,1.0,1.0
robustness,deadline_12,data/robustness/deadline_12/scenario_011.npz,124011,3,50,64,4,12,15.0,13;13;12;12,175.0;150.0;125.0,1.0,1.0,1.0
robustness,deadline_12,data/robustness/deadline_12/scenario_012.npz,124012,3,50,64,4,12,15.0,13;13;12;12,150.0;125.0;175.0,1.0,1.0,1.0
robustness,deadline_12,data/robustness/deadline_12/scenario_013.npz,124013,3,50,64,4,12,15.0,13;13;12;12,150.0;175.0;125.0,1.0,1.0,1.0
robustness,deadline_12,data/robustness/deadline_12/scenario_014.npz,124014,3,50,64,4,12,15.0,13;13;12;12,150.0;125.0;175.0,1.0,1.0,1.0
robustness,deadline_12,data/robustness/deadline_12/scenario_015.npz,124015,3,50,64,4,12,15.0,13;13;12;12,125.0;175.0;150.0,1.0,1.0,1.0
robustness,deadline_12,data/robustness/deadline_12/scenario_016.npz,124016,3,50,64,4,12,15.0,13;13;12;12,150.0;175.0;125.0,1.0,1.0,1.0
robustness,deadline_12,data/robustness/deadline_12/scenario_017.npz,124017,3,50,64,4,12,15.0,13;13;12;12,150.0;175.0;125.0,1.0,1.0,1.0
robustness,deadline_12,data/robustness/deadline_12/scenario_018.npz,124018,3,50,64,4,12,15.0,13;13;12;12,150.0;175.0;125.0,1.0,1.0,1.0
robustness,deadline_12,data/robustness/deadline_12/scenario_019.npz,124019,3,50,64,4,12,15.0,13;13;12;12,150.0;175.0;125.0,1.0,1.0,1.0
robustness,deadline_12,data/robustness/deadline_12/scenario_020.npz,124020,3,50,64,4,12,15.0,13;13;12;12,175.0;125.0;150.0,1.0,1.0,1.0
robustness,deadline_12,data/robustness/deadline_12/scenario_021.npz,124021,3,50,64,4,12,15.0,13;13;12;12,125.0;175.0;150.0,1.0,1.0,1.0
robustness,deadline_12,data/robustness/deadline_12/scenario_022.npz,124022,3,50,64,4,12,15.0,13;13;12;12,150.0;125.0;175.0,1.0,1.0,1.0
robustness,deadline_12,data/robustness/deadline_12/scenario_023.npz,124023,3,50,64,4,12,15.0,13;13;12;12,125.0;150.0;175.0,1.0,1.0,1.0
robustness,deadline_12,data/robustness/deadline_12/scenario_024.npz,124024,3,50,64,4,12,15.0,13;13;12;12,125.0;150.0;175.0,1.0,1.0,1.0
robustness,deadline_12,data/robustness/deadline_12/scenario_025.npz,124025,3,50,64,4,12,15.0,13;13;12;12,150.0;125.0;175.0,1.0,1.0,1.0
robustness,deadline_12,data/robustness/deadline_12/scenario_026.npz,124026,3,50,64,4,12,15.0,13;13;12;12,150.0;125.0;175.0,1.0,1.0,1.0
robustness,deadline_12,data/robustness/deadline_12/scenario_027.npz,124027,3,50,64,4,12,15.0,13;13;12;12,150.0;125.0;175.0,1.0,1.0,1.0
robustness,deadline_12,data/robustness/deadline_12/scenario_028.npz,124028,3,50,64,4,12,15.0,13;13;12;12,125.0;150.0;175.0,1.0,1.0,1.0
robustness,deadline_12,data/robustness/deadline_12/scenario_029.npz,124029,3,50,64,4,12,15.0,13;13;12;12,175.0;125.0;150.0,1.0,1.0,1.0
robustness,deadline_12,data/robustness/deadline_12/scenario_030.npz,124030,3,50,64,4,12,15.0,13;13;12;12,125.0;175.0;150.0,1.0,1.0,1.0
robustness,deadline_12,data/robustness/deadline_12/scenario_031.npz,124031,3,50,64,4,12,15.0,13;13;12;12,175.0;150.0;125.0,1.0,1.0,1.0
robustness,deadline_12,data/robustness/deadline_12/scenario_032.npz,124032,3,50,64,4,12,15.0,13;13;12;12,150.0;125.0;175.0,1.0,1.0,1.0
robustness,deadline_12,data/robustness/deadline_12/scenario_033.npz,124033,3,50,64,4,12,15.0,13;13;12;12,150.0;175.0;125.0,1.0,1.0,1.0
robustness,deadline_12,data/robustness/deadline_12/scenario_034.npz,124034,3,50,64,4,12,15.0,13;13;12;12,150.0;175.0;125.0,1.0,1.0,1.0
robustness,deadline_12,data/robustness/deadline_12/scenario_035.npz,124035,3,50,64,4,12,15.0,13;13;12;12,125.0;175.0;150.0,1.0,1.0,1.0
robustness,deadline_12,data/robustness/deadline_12/scenario_036.npz,124036,3,50,64,4,12,15.0,13;13;12;12,125.0;150.0;175.0,1.0,1.0,1.0
robustness,deadline_12,data/robustness/deadline_12/scenario_037.npz,124037,3,50,64,4,12,15.0,13;13;12;12,175.0;125.0;150.0,1.0,1.0,1.0
robustness,deadline_12,data/robustness/deadline_12/scenario_038.npz,124038,3,50,64,4,12,15.0,13;13;12;12,150.0;175.0;125.0,1.0,1.0,1.0
robustness,deadline_12,data/robustness/deadline_12/scenario_039.npz,124039,3,50,64,4,12,15.0,13;13;12;12,150.0;175.0;125.0,1.0,1.0,1.0
robustness,workload_0p75,data/robustness/workload_0p75/scenario_000.npz,124000,3,50,64,4,8,15.0,13;13;12;12,125.0;150.0;175.0,0.75,1.0,1.0
robustness,workload_0p75,data/robustness/workload_0p75/scenario_001.npz,124001,3,50,64,4,8,15.0,13;13;12;12,175.0;125.0;150.0,0.75,1.0,1.0
robustness,workload_0p75,data/robustness/workload_0p75/scenario_002.npz,124002,3,50,64,4,8,15.0,13;13;12;12,150.0;125.0;175.0,0.75,1.0,1.0
robustness,workload_0p75,data/robustness/workload_0p75/scenario_003.npz,124003,3,50,64,4,8,15.0,13;13;12;12,125.0;150.0;175.0,0.75,1.0,1.0
robustness,workload_0p75,data/robustness/workload_0p75/scenario_004.npz,124004,3,50,64,4,8,15.0,13;13;12;12,175.0;150.0;125.0,0.75,1.0,1.0
robustness,workload_0p75,data/robustness/workload_0p75/scenario_005.npz,124005,3,50,64,4,8,15.0,13;13;12;12,150.0;175.0;125.0,0.75,1.0,1.0
robustness,workload_0p75,data/robustness/workload_0p75/scenario_006.npz,124006,3,50,64,4,8,15.0,13;13;12;12,175.0;150.0;125.0,0.75,1.0,1.0
robustness,workload_0p75,data/robustness/workload_0p75/scenario_007.npz,124007,3,50,64,4,8,15.0,13;13;12;12,125.0;175.0;150.0,0.75,1.0,1.0
robustness,workload_0p75,data/robustness/workload_0p75/scenario_008.npz,124008,3,50,64,4,8,15.0,13;13;12;12,175.0;150.0;125.0,0.75,1.0,1.0
robustness,workload_0p75,data/robustness/workload_0p75/scenario_009.npz,124009,3,50,64,4,8,15.0,13;13;12;12,125.0;175.0;150.0,0.75,1.0,1.0
robustness,workload_0p75,data/robustness/workload_0p75/scenario_010.npz,124010,3,50,64,4,8,15.0,13;13;12;12,125.0;175.0;150.0,0.75,1.0,1.0
robustness,workload_0p75,data/robustness/workload_0p75/scenario_011.npz,124011,3,50,64,4,8,15.0,13;13;12;12,175.0;150.0;125.0,0.75,1.0,1.0
robustness,workload_0p75,data/robustness/workload_0p75/scenario_012.npz,124012,3,50,64,4,8,15.0,13;13;12;12,150.0;125.0;175.0,0.75,1.0,1.0
robustness,workload_0p75,data/robustness/workload_0p75/scenario_013.npz,124013,3,50,64,4,8,15.0,13;13;12;12,150.0;175.0;125.0,0.75,1.0,1.0
robustness,workload_0p75,data/robustness/workload_0p75/scenario_014.npz,124014,3,50,64,4,8,15.0,13;13;12;12,150.0;125.0;175.0,0.75,1.0,1.0
robustness,workload_0p75,data/robustness/workload_0p75/scenario_015.npz,124015,3,50,64,4,8,15.0,13;13;12;12,125.0;175.0;150.0,0.75,1.0,1.0
robustness,workload_0p75,data/robustness/workload_0p75/scenario_016.npz,124016,3,50,64,4,8,15.0,13;13;12;12,150.0;175.0;125.0,0.75,1.0,1.0
robustness,workload_0p75,data/robustness/workload_0p75/scenario_017.npz,124017,3,50,64,4,8,15.0,13;13;12;12,150.0;175.0;125.0,0.75,1.0,1.0
robustness,workload_0p75,data/robustness/workload_0p75/scenario_018.npz,124018,3,50,64,4,8,15.0,13;13;12;12,150.0;175.0;125.0,0.75,1.0,1.0
robustness,workload_0p75,data/robustness/workload_0p75/scenario_019.npz,124019,3,50,64,4,8,15.0,13;13;12;12,150.0;175.0;125.0,0.75,1.0,1.0
robustness,workload_0p75,data/robustness/workload_0p75/scenario_020.npz,124020,3,50,64,4,8,15.0,13;13;12;12,175.0;125.0;150.0,0.75,1.0,1.0
robustness,workload_0p75,data/robustness/workload_0p75/scenario_021.npz,124021,3,50,64,4,8,15.0,13;13;12;12,125.0;175.0;150.0,0.75,1.0,1.0
robustness,workload_0p75,data/robustness/workload_0p75/scenario_022.npz,124022,3,50,64,4,8,15.0,13;13;12;12,150.0;125.0;175.0,0.75,1.0,1.0
robustness,workload_0p75,data/robustness/workload_0p75/scenario_023.npz,124023,3,50,64,4,8,15.0,13;13;12;12,125.0;150.0;175.0,0.75,1.0,1.0
robustness,workload_0p75,data/robustness/workload_0p75/scenario_024.npz,124024,3,50,64,4,8,15.0,13;13;12;12,125.0;150.0;175.0,0.75,1.0,1.0
robustness,workload_0p75,data/robustness/workload_0p75/scenario_025.npz,124025,3,50,64,4,8,15.0,13;13;12;12,150.0;125.0;175.0,0.75,1.0,1.0
robustness,workload_0p75,data/robustness/workload_0p75/scenario_026.npz,124026,3,50,64,4,8,15.0,13;13;12;12,150.0;125.0;175.0,0.75,1.0,1.0
robustness,workload_0p75,data/robustness/workload_0p75/scenario_027.npz,124027,3,50,64,4,8,15.0,13;13;12;12,150.0;125.0;175.0,0.75,1.0,1.0
robustness,workload_0p75,data/robustness/workload_0p75/scenario_028.npz,124028,3,50,64,4,8,15.0,13;13;12;12,125.0;150.0;175.0,0.75,1.0,1.0
robustness,workload_0p75,data/robustness/workload_0p75/scenario_029.npz,124029,3,50,64,4,8,15.0,13;13;12;12,175.0;125.0;150.0,0.75,1.0,1.0
robustness,workload_0p75,data/robustness/workload_0p75/scenario_030.npz,124030,3,50,64,4,8,15.0,13;13;12;12,125.0;175.0;150.0,0.75,1.0,1.0
robustness,workload_0p75,data/robustness/workload_0p75/scenario_031.npz,124031,3,50,64,4,8,15.0,13;13;12;12,175.0;150.0;125.0,0.75,1.0,1.0
robustness,workload_0p75,data/robustness/workload_0p75/scenario_032.npz,124032,3,50,64,4,8,15.0,13;13;12;12,150.0;125.0;175.0,0.75,1.0,1.0
robustness,workload_0p75,data/robustness/workload_0p75/scenario_033.npz,124033,3,50,64,4,8,15.0,13;13;12;12,150.0;175.0;125.0,0.75,1.0,1.0
robustness,workload_0p75,data/robustness/workload_0p75/scenario_034.npz,124034,3,50,64,4,8,15.0,13;13;12;12,150.0;175.0;125.0,0.75,1.0,1.0
robustness,workload_0p75,data/robustness/workload_0p75/scenario_035.npz,124035,3,50,64,4,8,15.0,13;13;12;12,125.0;175.0;150.0,0.75,1.0,1.0
robustness,workload_0p75,data/robustness/workload_0p75/scenario_036.npz,124036,3,50,64,4,8,15.0,13;13;12;12,125.0;150.0;175.0,0.75,1.0,1.0
robustness,workload_0p75,data/robustness/workload_0p75/scenario_037.npz,124037,3,50,64,4,8,15.0,13;13;12;12,175.0;125.0;150.0,0.75,1.0,1.0
robustness,workload_0p75,data/robustness/workload_0p75/scenario_038.npz,124038,3,50,64,4,8,15.0,13;13;12;12,150.0;175.0;125.0,0.75,1.0,1.0
robustness,workload_0p75,data/robustness/workload_0p75/scenario_039.npz,124039,3,50,64,4,8,15.0,13;13;12;12,150.0;175.0;125.0,0.75,1.0,1.0
robustness,workload_1p25,data/robustness/workload_1p25/scenario_000.npz,124000,3,50,64,4,8,15.0,13;13;12;12,125.0;150.0;175.0,1.25,1.0,1.0
robustness,workload_1p25,data/robustness/workload_1p25/scenario_001.npz,124001,3,50,64,4,8,15.0,13;13;12;12,175.0;125.0;150.0,1.25,1.0,1.0
robustness,workload_1p25,data/robustness/workload_1p25/scenario_002.npz,124002,3,50,64,4,8,15.0,13;13;12;12,150.0;125.0;175.0,1.25,1.0,1.0
robustness,workload_1p25,data/robustness/workload_1p25/scenario_003.npz,124003,3,50,64,4,8,15.0,13;13;12;12,125.0;150.0;175.0,1.25,1.0,1.0
robustness,workload_1p25,data/robustness/workload_1p25/scenario_004.npz,124004,3,50,64,4,8,15.0,13;13;12;12,175.0;150.0;125.0,1.25,1.0,1.0
robustness,workload_1p25,data/robustness/workload_1p25/scenario_005.npz,124005,3,50,64,4,8,15.0,13;13;12;12,150.0;175.0;125.0,1.25,1.0,1.0
robustness,workload_1p25,data/robustness/workload_1p25/scenario_006.npz,124006,3,50,64,4,8,15.0,13;13;12;12,175.0;150.0;125.0,1.25,1.0,1.0
robustness,workload_1p25,data/robustness/workload_1p25/scenario_007.npz,124007,3,50,64,4,8,15.0,13;13;12;12,125.0;175.0;150.0,1.25,1.0,1.0
robustness,workload_1p25,data/robustness/workload_1p25/scenario_008.npz,124008,3,50,64,4,8,15.0,13;13;12;12,175.0;150.0;125.0,1.25,1.0,1.0
robustness,workload_1p25,data/robustness/workload_1p25/scenario_009.npz,124009,3,50,64,4,8,15.0,13;13;12;12,125.0;175.0;150.0,1.25,1.0,1.0
robustness,workload_1p25,data/robustness/workload_1p25/scenario_010.npz,124010,3,50,64,4,8,15.0,13;13;12;12,125.0;175.0;150.0,1.25,1.0,1.0
robustness,workload_1p25,data/robustness/workload_1p25/scenario_011.npz,124011,3,50,64,4,8,15.0,13;13;12;12,175.0;150.0;125.0,1.25,1.0,1.0
robustness,workload_1p25,data/robustness/workload_1p25/scenario_012.npz,124012,3,50,64,4,8,15.0,13;13;12;12,150.0;125.0;175.0,1.25,1.0,1.0
robustness,workload_1p25,data/robustness/workload_1p25/scenario_013.npz,124013,3,50,64,4,8,15.0,13;13;12;12,150.0;175.0;125.0,1.25,1.0,1.0
robustness,workload_1p25,data/robustness/workload_1p25/scenario_014.npz,124014,3,50,64,4,8,15.0,13;13;12;12,150.0;125.0;175.0,1.25,1.0,1.0
robustness,workload_1p25,data/robustness/workload_1p25/scenario_015.npz,124015,3,50,64,4,8,15.0,13;13;12;12,125.0;175.0;150.0,1.25,1.0,1.0
robustness,workload_1p25,data/robustness/workload_1p25/scenario_016.npz,124016,3,50,64,4,8,15.0,13;13;12;12,150.0;175.0;125.0,1.25,1.0,1.0
robustness,workload_1p25,data/robustness/workload_1p25/scenario_017.npz,124017,3,50,64,4,8,15.0,13;13;12;12,150.0;175.0;125.0,1.25,1.0,1.0
robustness,workload_1p25,data/robustness/workload_1p25/scenario_018.npz,124018,3,50,64,4,8,15.0,13;13;12;12,150.0;175.0;125.0,1.25,1.0,1.0
robustness,workload_1p25,data/robustness/workload_1p25/scenario_019.npz,124019,3,50,64,4,8,15.0,13;13;12;12,150.0;175.0;125.0,1.25,1.0,1.0
robustness,workload_1p25,data/robustness/workload_1p25/scenario_020.npz,124020,3,50,64,4,8,15.0,13;13;12;12,175.0;125.0;150.0,1.25,1.0,1.0
robustness,workload_1p25,data/robustness/workload_1p25/scenario_021.npz,124021,3,50,64,4,8,15.0,13;13;12;12,125.0;175.0;150.0,1.25,1.0,1.0
robustness,workload_1p25,data/robustness/workload_1p25/scenario_022.npz,124022,3,50,64,4,8,15.0,13;13;12;12,150.0;125.0;175.0,1.25,1.0,1.0
robustness,workload_1p25,data/robustness/workload_1p25/scenario_023.npz,124023,3,50,64,4,8,15.0,13;13;12;12,125.0;150.0;175.0,1.25,1.0,1.0
robustness,workload_1p25,data/robustness/workload_1p25/scenario_024.npz,124024,3,50,64,4,8,15.0,13;13;12;12,125.0;150.0;175.0,1.25,1.0,1.0
robustness,workload_1p25,data/robustness/workload_1p25/scenario_025.npz,124025,3,50,64,4,8,15.0,13;13;12;12,150.0;125.0;175.0,1.25,1.0,1.0
robustness,workload_1p25,data/robustness/workload_1p25/scenario_026.npz,124026,3,50,64,4,8,15.0,13;13;12;12,150.0;125.0;175.0,1.25,1.0,1.0
robustness,workload_1p25,data/robustness/workload_1p25/scenario_027.npz,124027,3,50,64,4,8,15.0,13;13;12;12,150.0;125.0;175.0,1.25,1.0,1.0
robustness,workload_1p25,data/robustness/workload_1p25/scenario_028.npz,124028,3,50,64,4,8,15.0,13;13;12;12,125.0;150.0;175.0,1.25,1.0,1.0
robustness,workload_1p25,data/robustness/workload_1p25/scenario_029.npz,124029,3,50,64,4,8,15.0,13;13;12;12,175.0;125.0;150.0,1.25,1.0,1.0
robustness,workload_1p25,data/robustness/workload_1p25/scenario_030.npz,124030,3,50,64,4,8,15.0,13;13;12;12,125.0;175.0;150.0,1.25,1.0,1.0
robustness,workload_1p25,data/robustness/workload_1p25/scenario_031.npz,124031,3,50,64,4,8,15.0,13;13;12;12,175.0;150.0;125.0,1.25,1.0,1.0
robustness,workload_1p25,data/robustness/workload_1p25/scenario_032.npz,124032,3,50,64,4,8,15.0,13;13;12;12,150.0;125.0;175.0,1.25,1.0,1.0
robustness,workload_1p25,data/robustness/workload_1p25/scenario_033.npz,124033,3,50,64,4,8,15.0,13;13;12;12,150.0;175.0;125.0,1.25,1.0,1.0
robustness,workload_1p25,data/robustness/workload_1p25/scenario_034.npz,124034,3,50,64,4,8,15.0,13;13;12;12,150.0;175.0;125.0,1.25,1.0,1.0
robustness,workload_1p25,data/robustness/workload_1p25/scenario_035.npz,124035,3,50,64,4,8,15.0,13;13;12;12,125.0;175.0;150.0,1.25,1.0,1.0
robustness,workload_1p25,data/robustness/workload_1p25/scenario_036.npz,124036,3,50,64,4,8,15.0,13;13;12;12,125.0;150.0;175.0,1.25,1.0,1.0
robustness,workload_1p25,data/robustness/workload_1p25/scenario_037.npz,124037,3,50,64,4,8,15.0,13;13;12;12,175.0;125.0;150.0,1.25,1.0,1.0
robustness,workload_1p25,data/robustness/workload_1p25/scenario_038.npz,124038,3,50,64,4,8,15.0,13;13;12;12,150.0;175.0;125.0,1.25,1.0,1.0
robustness,workload_1p25,data/robustness/workload_1p25/scenario_039.npz,124039,3,50,64,4,8,15.0,13;13;12;12,150.0;175.0;125.0,1.25,1.0,1.0
robustness,energy_0p8,data/robustness/energy_0p8/scenario_000.npz,124000,3,50,64,4,8,15.0,13;13;12;12,100.0;120.0;140.0,1.0,0.8,1.0
robustness,energy_0p8,data/robustness/energy_0p8/scenario_001.npz,124001,3,50,64,4,8,15.0,13;13;12;12,140.0;100.0;120.0,1.0,0.8,1.0
robustness,energy_0p8,data/robustness/energy_0p8/scenario_002.npz,124002,3,50,64,4,8,15.0,13;13;12;12,120.0;100.0;140.0,1.0,0.8,1.0
robustness,energy_0p8,data/robustness/energy_0p8/scenario_003.npz,124003,3,50,64,4,8,15.0,13;13;12;12,100.0;120.0;140.0,1.0,0.8,1.0
robustness,energy_0p8,data/robustness/energy_0p8/scenario_004.npz,124004,3,50,64,4,8,15.0,13;13;12;12,140.0;120.0;100.0,1.0,0.8,1.0
robustness,energy_0p8,data/robustness/energy_0p8/scenario_005.npz,124005,3,50,64,4,8,15.0,13;13;12;12,120.0;140.0;100.0,1.0,0.8,1.0
robustness,energy_0p8,data/robustness/energy_0p8/scenario_006.npz,124006,3,50,64,4,8,15.0,13;13;12;12,140.0;120.0;100.0,1.0,0.8,1.0
robustness,energy_0p8,data/robustness/energy_0p8/scenario_007.npz,124007,3,50,64,4,8,15.0,13;13;12;12,100.0;140.0;120.0,1.0,0.8,1.0
robustness,energy_0p8,data/robustness/energy_0p8/scenario_008.npz,124008,3,50,64,4,8,15.0,13;13;12;12,140.0;120.0;100.0,1.0,0.8,1.0
robustness,energy_0p8,data/robustness/energy_0p8/scenario_009.npz,124009,3,50,64,4,8,15.0,13;13;12;12,100.0;140.0;120.0,1.0,0.8,1.0
robustness,energy_0p8,data/robustness/energy_0p8/scenario_010.npz,124010,3,50,64,4,8,15.0,13;13;12;12,100.0;140.0;120.0,1.0,0.8,1.0
robustness,energy_0p8,data/robustness/energy_0p8/scenario_011.npz,124011,3,50,64,4,8,15.0,13;13;12;12,140.0;120.0;100.0,1.0,0.8,1.0
robustness,energy_0p8,data/robustness/energy_0p8/scenario_012.npz,124012,3,50,64,4,8,15.0,13;13;12;12,120.0;100.0;140.0,1.0,0.8,1.0
robustness,energy_0p8,data/robustness/energy_0p8/scenario_013.npz,124013,3,50,64,4,8,15.0,13;13;12;12,120.0;140.0;100.0,1.0,0.8,1.0
robustness,energy_0p8,data/robustness/energy_0p8/scenario_014.npz,124014,3,50,64,4,8,15.0,13;13;12;12,120.0;100.0;140.0,1.0,0.8,1.0
robustness,energy_0p8,data/robustness/energy_0p8/scenario_015.npz,124015,3,50,64,4,8,15.0,13;13;12;12,100.0;140.0;120.0,1.0,0.8,1.0
robustness,energy_0p8,data/robustness/energy_0p8/scenario_016.npz,124016,3,50,64,4,8,15.0,13;13;12;12,120.0;140.0;100.0,1.0,0.8,1.0
robustness,energy_0p8,data/robustness/energy_0p8/scenario_017.npz,124017,3,50,64,4,8,15.0,13;13;12;12,120.0;140.0;100.0,1.0,0.8,1.0
robustness,energy_0p8,data/robustness/energy_0p8/scenario_018.npz,124018,3,50,64,4,8,15.0,13;13;12;12,120.0;140.0;100.0,1.0,0.8,1.0
robustness,energy_0p8,data/robustness/energy_0p8/scenario_019.npz,124019,3,50,64,4,8,15.0,13;13;12;12,120.0;140.0;100.0,1.0,0.8,1.0
robustness,energy_0p8,data/robustness/energy_0p8/scenario_020.npz,124020,3,50,64,4,8,15.0,13;13;12;12,140.0;100.0;120.0,1.0,0.8,1.0
robustness,energy_0p8,data/robustness/energy_0p8/scenario_021.npz,124021,3,50,64,4,8,15.0,13;13;12;12,100.0;140.0;120.0,1.0,0.8,1.0
robustness,energy_0p8,data/robustness/energy_0p8/scenario_022.npz,124022,3,50,64,4,8,15.0,13;13;12;12,120.0;100.0;140.0,1.0,0.8,1.0
robustness,energy_0p8,data/robustness/energy_0p8/scenario_023.npz,124023,3,50,64,4,8,15.0,13;13;12;12,100.0;120.0;140.0,1.0,0.8,1.0
robustness,energy_0p8,data/robustness/energy_0p8/scenario_024.npz,124024,3,50,64,4,8,15.0,13;13;12;12,100.0;120.0;140.0,1.0,0.8,1.0
robustness,energy_0p8,data/robustness/energy_0p8/scenario_025.npz,124025,3,50,64,4,8,15.0,13;13;12;12,120.0;100.0;140.0,1.0,0.8,1.0
robustness,energy_0p8,data/robustness/energy_0p8/scenario_026.npz,124026,3,50,64,4,8,15.0,13;13;12;12,120.0;100.0;140.0,1.0,0.8,1.0
robustness,energy_0p8,data/robustness/energy_0p8/scenario_027.npz,124027,3,50,64,4,8,15.0,13;13;12;12,120.0;100.0;140.0,1.0,0.8,1.0
robustness,energy_0p8,data/robustness/energy_0p8/scenario_028.npz,124028,3,50,64,4,8,15.0,13;13;12;12,100.0;120.0;140.0,1.0,0.8,1.0
robustness,energy_0p8,data/robustness/energy_0p8/scenario_029.npz,124029,3,50,64,4,8,15.0,13;13;12;12,140.0;100.0;120.0,1.0,0.8,1.0
robustness,energy_0p8,data/robustness/energy_0p8/scenario_030.npz,124030,3,50,64,4,8,15.0,13;13;12;12,100.0;140.0;120.0,1.0,0.8,1.0
